ORF_ID	Best_Hit_ARO	ARO	Model_type	Drug Class	Resistance Mechanism	AMR Gene Family
BL_allSample_unmapped_1522150_4	Klebsiella pneumoniae KpnF	3004583	protein homolog model	macrolide antibiotic; aminoglycoside antibiotic; cephalosporin; tetracycline antibiotic; peptide antibiotic; rifamycin antibiotic	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump
BL_allSample_unmapped_1522150_5	Klebsiella pneumoniae KpnE	3004580	protein homolog model	macrolide antibiotic; aminoglycoside antibiotic; cephalosporin; tetracycline antibiotic; peptide antibiotic; rifamycin antibiotic	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump
BL_allSample_unmapped_1644761_4	SHV-11	3001070	protein homolog model	carbapenem; cephalosporin; penam	antibiotic inactivation	SHV beta-lactamase
BL_allSample_unmapped_1737006_3	poxtA	3004470	protein homolog model	macrolide antibiotic; lincosamide antibiotic; streptogramin antibiotic; tetracycline antibiotic; oxazolidinone antibiotic; phenicol antibiotic; pleuromutilin antibiotic	antibiotic target protection	ABC-F ATP-binding cassette ribosomal protection protein
BL_allSample_unmapped_1792370_1	EreA2	3002826	protein homolog model	macrolide antibiotic	antibiotic inactivation	macrolide esterase
BL_allSample_unmapped_2095157_3	poxtA	3004470	protein homolog model	macrolide antibiotic; lincosamide antibiotic; streptogramin antibiotic; tetracycline antibiotic; oxazolidinone antibiotic; phenicol antibiotic; pleuromutilin antibiotic	antibiotic target protection	ABC-F ATP-binding cassette ribosomal protection protein
BL_allSample_unmapped_2257276_3	adeF	3000777	protein homolog model	fluoroquinolone antibiotic; tetracycline antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump
BL_allSample_unmapped_2794868_4	adeF	3000777	protein homolog model	fluoroquinolone antibiotic; tetracycline antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump
BL_allSample_unmapped_2872627_5	adeF	3000777	protein homolog model	fluoroquinolone antibiotic; tetracycline antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump
BL_allSample_unmapped_2969424_2	vanI	3003723	protein homolog model	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; van ligase
BL_allSample_unmapped_3961007_2	Escherichia coli ampH beta-lactamase	3004612	protein homolog model	cephalosporin; penam	antibiotic inactivation	ampC-type beta-lactamase
BL_allSample_unmapped_4477099_2	poxtA	3004470	protein homolog model	macrolide antibiotic; lincosamide antibiotic; streptogramin antibiotic; tetracycline antibiotic; oxazolidinone antibiotic; phenicol antibiotic; pleuromutilin antibiotic	antibiotic target protection	ABC-F ATP-binding cassette ribosomal protection protein
BL_allSample_unmapped_5008551_7	adeF	3000777	protein homolog model	fluoroquinolone antibiotic; tetracycline antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump
FCR.HM5_scaffold116026_1_2170_2	tet(W/N/W)	3004442	protein homolog model	tetracycline antibiotic	antibiotic target protection	tetracycline-resistant ribosomal protection protein
High2_contig-117_9790_2	aadA	3002601	protein homolog model	aminoglycoside antibiotic	antibiotic inactivation	ANT(3'')
High2_contig-117_14963_1	tet32	3000196	protein homolog model	tetracycline antibiotic	antibiotic target protection	tetracycline-resistant ribosomal protection protein
High2_contig-117_141542_1	sul1	3000410	protein homolog model	sulfonamide antibiotic	antibiotic target replacement	sulfonamide resistant sul
High3_contig-117_47416_1	floR	3002705	protein homolog model	phenicol antibiotic	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump
High6_contig-117_3214_3	tetM	3000186	protein homolog model	tetracycline antibiotic	antibiotic target protection	tetracycline-resistant ribosomal protection protein
High6_contig-117_20512_1	poxtA	3004470	protein homolog model	macrolide antibiotic; lincosamide antibiotic; streptogramin antibiotic; tetracycline antibiotic; oxazolidinone antibiotic; phenicol antibiotic; pleuromutilin antibiotic	antibiotic target protection	ABC-F ATP-binding cassette ribosomal protection protein
High8_contig-117_4499_2	adeF	3000777	protein homolog model	fluoroquinolone antibiotic; tetracycline antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump
High8_contig-117_13724_2	poxtA	3004470	protein homolog model	macrolide antibiotic; lincosamide antibiotic; streptogramin antibiotic; tetracycline antibiotic; oxazolidinone antibiotic; phenicol antibiotic; pleuromutilin antibiotic	antibiotic target protection	ABC-F ATP-binding cassette ribosomal protection protein
Laiwu-LwIlLe_scaffold1519_2_74	adeF	3000777	protein homolog model	fluoroquinolone antibiotic; tetracycline antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump
Laiwu-LwIlLe_scaffold2574_3_120	Klebsiella pneumoniae KpnH	3004597	protein homolog model	macrolide antibiotic; fluoroquinolone antibiotic; aminoglycoside antibiotic; carbapenem; cephalosporin; penam; peptide antibiotic; penem	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump
Laiwu-LwIlLe_scaffold4749_3_127	adeF	3000777	protein homolog model	fluoroquinolone antibiotic; tetracycline antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump
Laiwu-LwIlLe_C2426234_1_1	adeF	3000777	protein homolog model	fluoroquinolone antibiotic; tetracycline antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump
Laiwu-LwIlOb_scaffold33028_1_1	Escherichia coli ampC beta-lactamase	3004290	protein homolog model	cephalosporin; penam	antibiotic inactivation	ampC-type beta-lactamase
Low1_contig-117_94837_1	tet(D)	3000168	protein homolog model	tetracycline antibiotic	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump
Low7_contig-117_2165_7	APH(3'')-Ib	3002639	protein homolog model	aminoglycoside antibiotic	antibiotic inactivation	APH(3'')
s1004M_scaffold344338_1_3895_2	poxtA	3004470	protein homolog model	macrolide antibiotic; lincosamide antibiotic; streptogramin antibiotic; tetracycline antibiotic; oxazolidinone antibiotic; phenicol antibiotic; pleuromutilin antibiotic	antibiotic target protection	ABC-F ATP-binding cassette ribosomal protection protein
s126572_scaffold159563_1_6528_3	poxtA	3004470	protein homolog model	macrolide antibiotic; lincosamide antibiotic; streptogramin antibiotic; tetracycline antibiotic; oxazolidinone antibiotic; phenicol antibiotic; pleuromutilin antibiotic	antibiotic target protection	ABC-F ATP-binding cassette ribosomal protection protein
s126572_scaffold165020_1_16136_10	adeF	3000777	protein homolog model	fluoroquinolone antibiotic; tetracycline antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump
s10_scaffold13467_3_3756_6	vanRG	3002926	protein homolog model	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; vanR
s10_scaffold142972_1_9485_2	adeF	3000777	protein homolog model	fluoroquinolone antibiotic; tetracycline antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump
s126572_scaffold702_1_5694_1	AcrE	3000499	protein homolog model	fluoroquinolone antibiotic; cephalosporin; cephamycin; penam	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump
s126572_scaffold103204_1_13172_3	adeF	3000777	protein homolog model	fluoroquinolone antibiotic; tetracycline antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump
s126572_scaffold135955_1_17916_3	vanI	3003723	protein homolog model	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; van ligase
s126572_scaffold151084_1_23127_16	adeF	3000777	protein homolog model	fluoroquinolone antibiotic; tetracycline antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump
s126575_scaffold155208_1_10605_4	poxtA	3004470	protein homolog model	macrolide antibiotic; lincosamide antibiotic; streptogramin antibiotic; tetracycline antibiotic; oxazolidinone antibiotic; phenicol antibiotic; pleuromutilin antibiotic	antibiotic target protection	ABC-F ATP-binding cassette ribosomal protection protein
s126575_scaffold165201_1_4166_2	adeF	3000777	protein homolog model	fluoroquinolone antibiotic; tetracycline antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump
s126610_scaffold3086_2_12788_14	APH(2'')-If	3004191	protein homolog model	aminoglycoside antibiotic	antibiotic inactivation	APH(2'')
s127575_scaffold101438_1_102567_6	vanI	3003723	protein homolog model	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; van ligase
s127575_scaffold113122_1_23681_16	adeF	3000777	protein homolog model	fluoroquinolone antibiotic; tetracycline antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump
s127575_scaffold113179_1_35849_12	adeF	3000777	protein homolog model	fluoroquinolone antibiotic; tetracycline antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump
s127063_scaffold946_1_32581_2	tet(W/N/W)	3004442	protein homolog model	tetracycline antibiotic	antibiotic target protection	tetracycline-resistant ribosomal protection protein
s127063_scaffold946_1_32581_3	tet(W/N/W)	3004442	protein homolog model	tetracycline antibiotic	antibiotic target protection	tetracycline-resistant ribosomal protection protein
s127063_scaffold2807_2_352261_9	poxtA	3004470	protein homolog model	macrolide antibiotic; lincosamide antibiotic; streptogramin antibiotic; tetracycline antibiotic; oxazolidinone antibiotic; phenicol antibiotic; pleuromutilin antibiotic	antibiotic target protection	ABC-F ATP-binding cassette ribosomal protection protein
s127063_scaffold121980_1_4957_3	poxtA	3004470	protein homolog model	macrolide antibiotic; lincosamide antibiotic; streptogramin antibiotic; tetracycline antibiotic; oxazolidinone antibiotic; phenicol antibiotic; pleuromutilin antibiotic	antibiotic target protection	ABC-F ATP-binding cassette ribosomal protection protein
s127063_scaffold127562_1_17485_6	adeF	3000777	protein homolog model	fluoroquinolone antibiotic; tetracycline antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump
s127063_scaffold128913_1_137388_20	adeF	3000777	protein homolog model	fluoroquinolone antibiotic; tetracycline antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump
s127063_scaffold130861_1_6526_5	vanRD	3002923	protein homolog model	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; vanR
s127152_scaffold151587_1_89163_22	adeF	3000777	protein homolog model	fluoroquinolone antibiotic; tetracycline antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump
s127152_scaffold153235_1_6868_3	EreD	3004608	protein homolog model	macrolide antibiotic	antibiotic inactivation	macrolide esterase
s127530_scaffold67040_1_2296_3	APH(2'')-If	3004191	protein homolog model	aminoglycoside antibiotic	antibiotic inactivation	APH(2'')
s1400-2M_scaffold367401_1_11664_5	adeF	3000777	protein homolog model	fluoroquinolone antibiotic; tetracycline antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump
s127592_scaffold815407_1_5114_3	vanI	3003723	protein homolog model	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; van ligase
s13_scaffold9056_1_30107_16	Clostridium perfringens mprF	3003773	protein homolog model	peptide antibiotic	antibiotic target alteration	defensin resistant mprF
s13_scaffold18681_2_8055_3	adeF	3000777	protein homolog model	fluoroquinolone antibiotic; tetracycline antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump
s13_scaffold114695_1_16782_11	Klebsiella pneumoniae KpnH	3004597	protein homolog model	macrolide antibiotic; fluoroquinolone antibiotic; aminoglycoside antibiotic; carbapenem; cephalosporin; penam; peptide antibiotic; penem	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump
s13_scaffold117962_1_7634_7	Klebsiella pneumoniae KpnF	3004583	protein homolog model	macrolide antibiotic; aminoglycoside antibiotic; cephalosporin; tetracycline antibiotic; peptide antibiotic; rifamycin antibiotic	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump
s13_scaffold148167_1_198165_140	adeF	3000777	protein homolog model	fluoroquinolone antibiotic; tetracycline antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump
s1400-55F_scaffold135521_1_1690_2	aadS	3004683	protein homolog model	aminoglycoside antibiotic	antibiotic inactivation	ANT(6)
s1400-55F_C5240180_1_8881_3	adeF	3000777	protein homolog model	fluoroquinolone antibiotic; tetracycline antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump
s14_scaffold329673_1_3314_1	evgS	3000833	protein homolog model	macrolide antibiotic; fluoroquinolone antibiotic; penam; tetracycline antibiotic	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump; resistance-nodulation-cell division (RND) antibiotic efflux pump
s14_scaffold342070_1_2429_3	vanI	3003723	protein homolog model	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; van ligase
s150761_scaffold92269_1_3073_2	aad(6)	3002628	protein homolog model	aminoglycoside antibiotic	antibiotic inactivation	ANT(6)
s150761_C1477993_1_2433_3	Escherichia coli mdfA	3001328	protein homolog model	tetracycline antibiotic; benzalkonium chloride; rhodamine	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump
s150947_scaffold4671_3_115398_27	adeF	3000777	protein homolog model	fluoroquinolone antibiotic; tetracycline antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump
s150947_scaffold7003_1_8360_1	OXA-2	3001397	protein homolog model	carbapenem; cephalosporin; penam	antibiotic inactivation	OXA beta-lactamase
s150971_scaffold98698_1_34118_4	adeF	3000777	protein homolog model	fluoroquinolone antibiotic; tetracycline antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump
s150971_scaffold102951_1_3632_6	AAC(6')-Ib9	3002580	protein homolog model	aminoglycoside antibiotic	antibiotic inactivation	AAC(6')
s150971_C1793078_1_5478_2	AxyX	3004143	protein homolog model	macrolide antibiotic; fluoroquinolone antibiotic; aminoglycoside antibiotic; cephalosporin	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump
s150971_C1794256_1_6482_4	OprZ	3004142	protein homolog model	macrolide antibiotic; fluoroquinolone antibiotic; aminoglycoside antibiotic; cephalosporin	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump
s151070_scaffold80860_1_16603_16	adeF	3000777	protein homolog model	fluoroquinolone antibiotic; tetracycline antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump
s151691_scaffold62609_1_1347_2	sul3	3000413	protein homolog model	sulfonamide antibiotic	antibiotic target replacement	sulfonamide resistant sul
s151691_scaffold62630_1_14946_2	adeF	3000777	protein homolog model	fluoroquinolone antibiotic; tetracycline antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump
s151691_scaffold65151_1_5658_4	adeF	3000777	protein homolog model	fluoroquinolone antibiotic; tetracycline antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump
s151714_scaffold112122_1_5334_5	sul3	3000413	protein homolog model	sulfonamide antibiotic	antibiotic target replacement	sulfonamide resistant sul
s151087_scaffold308687_1_154057_48	adeF	3000777	protein homolog model	fluoroquinolone antibiotic; tetracycline antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump
s151087_scaffold311126_1_21630_9	adeF	3000777	protein homolog model	fluoroquinolone antibiotic; tetracycline antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump
s151087_scaffold311181_1_11907_5	AxyY	3004144	protein homolog model	macrolide antibiotic; fluoroquinolone antibiotic; aminoglycoside antibiotic; cephalosporin	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump
s151087_C6774257_1_731_1	arr-8	3002853	protein homolog model	rifamycin antibiotic	antibiotic inactivation	rifampin ADP-ribosyltransferase (Arr)
s151103_scaffold84609_1_76202_14	vanI	3003723	protein homolog model	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; van ligase
s151103_C2875366_1_978_1	aadA11	3002611	protein homolog model	aminoglycoside antibiotic	antibiotic inactivation	ANT(3'')
s151246_scaffold75530_1_946_1	lnuC	3002837	protein homolog model	lincosamide antibiotic	antibiotic inactivation	lincosamide nucleotidyltransferase (LNU)
s151246_scaffold104030_1_1585_3	ROB-1	3002995	protein homolog model	cephalosporin; penam	antibiotic inactivation	ROB beta-lactamase
s151250_scaffold52503_1_34825_3	adeF	3000777	protein homolog model	fluoroquinolone antibiotic; tetracycline antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump
s151487_scaffold6401_2_10718_4	sul1	3000410	protein homolog model	sulfonamide antibiotic	antibiotic target replacement	sulfonamide resistant sul
s151760_scaffold165278_1_852_2	tetT	3000193	protein homolog model	tetracycline antibiotic	antibiotic target protection	tetracycline-resistant ribosomal protection protein
s3005M_scaffold7603_1_1050_1	ANT(3'')-IIa	3004089	protein homolog model	aminoglycoside antibiotic	antibiotic inactivation	ANT(3'')
s18_scaffold184204_1_4304_1	adeF	3000777	protein homolog model	fluoroquinolone antibiotic; tetracycline antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump
s18_scaffold194453_1_24279_2	poxtA	3004470	protein homolog model	macrolide antibiotic; lincosamide antibiotic; streptogramin antibiotic; tetracycline antibiotic; oxazolidinone antibiotic; phenicol antibiotic; pleuromutilin antibiotic	antibiotic target protection	ABC-F ATP-binding cassette ribosomal protection protein
s19_scaffold13665_1_86813_27	vanRG	3002926	protein homolog model	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; vanR
s19_scaffold13665_1_86813_29	vanI	3003723	protein homolog model	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; van ligase
s22_scaffold194_2_132618_25	adeF	3000777	protein homolog model	fluoroquinolone antibiotic; tetracycline antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump
s22_scaffold194_2_132618_34	adeF	3000777	protein homolog model	fluoroquinolone antibiotic; tetracycline antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump
s22_scaffold90683_2_28516_7	adeF	3000777	protein homolog model	fluoroquinolone antibiotic; tetracycline antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump
s23_scaffold4487_1_11942_9	vanI	3003723	protein homolog model	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; van ligase
s23_scaffold113248_1_4728_2	vanXYG	3003069	protein homolog model	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; vanXY
s2_scaffold68828_1_1168_1	vanI	3003723	protein homolog model	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; van ligase
s2_scaffold186081_1_12013_3	poxtA	3004470	protein homolog model	macrolide antibiotic; lincosamide antibiotic; streptogramin antibiotic; tetracycline antibiotic; oxazolidinone antibiotic; phenicol antibiotic; pleuromutilin antibiotic	antibiotic target protection	ABC-F ATP-binding cassette ribosomal protection protein
s2_scaffold235685_1_154823_117	adeF	3000777	protein homolog model	fluoroquinolone antibiotic; tetracycline antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump
s3480-25M_C5680021_1_516_2	tet(A)	3000165	protein homolog model	tetracycline antibiotic	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump
s3480-28F_scaffold34195_1_1934_2	tetB(P)	3000195	protein homolog model	tetracycline antibiotic	antibiotic target protection	tetracycline-resistant ribosomal protection protein
s35_scaffold206136_1_5212_6	vanI	3003723	protein homolog model	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; van ligase
s3800-12F_scaffold277321_1_319735_51	adeF	3000777	protein homolog model	fluoroquinolone antibiotic; tetracycline antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump
s3800-18M_scaffold33104_1_71124_28	poxtA	3004470	protein homolog model	macrolide antibiotic; lincosamide antibiotic; streptogramin antibiotic; tetracycline antibiotic; oxazolidinone antibiotic; phenicol antibiotic; pleuromutilin antibiotic	antibiotic target protection	ABC-F ATP-binding cassette ribosomal protection protein
s3800-18M_C5619347_1_1608_1	tet(44)	3000556	protein homolog model	tetracycline antibiotic	antibiotic target protection	tetracycline-resistant ribosomal protection protein
C4974_230331_2	CARB-3	3002242	protein homolog model	penam	antibiotic inactivation	CARB beta-lactamase
C4975_417327_1	APH(2'')-If	3004191	protein homolog model	aminoglycoside antibiotic	antibiotic inactivation	APH(2'')
s4_C2294682_1_1113_2	tetB(P)	3000195	protein homolog model	tetracycline antibiotic	antibiotic target protection	tetracycline-resistant ribosomal protection protein
s3800-48F_scaffold244250_1_7976_2	adeF	3000777	protein homolog model	fluoroquinolone antibiotic; tetracycline antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump
s3800-53F_scaffold293344_1_856_1	mel	3000616	protein homolog model	macrolide antibiotic; lincosamide antibiotic; streptogramin antibiotic; tetracycline antibiotic; oxazolidinone antibiotic; phenicol antibiotic; pleuromutilin antibiotic	antibiotic target protection	ABC-F ATP-binding cassette ribosomal protection protein
s3800-8M_scaffold29492_2_2133_1	poxtA	3004470	protein homolog model	macrolide antibiotic; lincosamide antibiotic; streptogramin antibiotic; tetracycline antibiotic; oxazolidinone antibiotic; phenicol antibiotic; pleuromutilin antibiotic	antibiotic target protection	ABC-F ATP-binding cassette ribosomal protection protein
s4_scaffold15891_1_67960_25	adeF	3000777	protein homolog model	fluoroquinolone antibiotic; tetracycline antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump
s4_scaffold46946_1_11577_7	emrA	3000027	protein homolog model	fluoroquinolone antibiotic	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump
s5_scaffold258823_1_4077_1	vanI	3003723	protein homolog model	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; van ligase
s602F_scaffold3332_1_1057_1	ErmF	3000498	protein homolog model	macrolide antibiotic; lincosamide antibiotic; streptogramin antibiotic	antibiotic target alteration	Erm 23S ribosomal RNA methyltransferase
s8_scaffold259595_1_2793_2	poxtA	3004470	protein homolog model	macrolide antibiotic; lincosamide antibiotic; streptogramin antibiotic; tetracycline antibiotic; oxazolidinone antibiotic; phenicol antibiotic; pleuromutilin antibiotic	antibiotic target protection	ABC-F ATP-binding cassette ribosomal protection protein
F4666_201970_2	optrA	3003746	protein homolog model	macrolide antibiotic; lincosamide antibiotic; streptogramin antibiotic; tetracycline antibiotic; oxazolidinone antibiotic; phenicol antibiotic; pleuromutilin antibiotic	antibiotic target protection	ABC-F ATP-binding cassette ribosomal protection protein
F4692_144520_15	adeF	3000777	protein homolog model	fluoroquinolone antibiotic; tetracycline antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump
F4692_153913_2	adeF	3000777	protein homolog model	fluoroquinolone antibiotic; tetracycline antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump
F4692_419939_3	sul2	3000412	protein homolog model	sulfonamide antibiotic	antibiotic target replacement	sulfonamide resistant sul
F4724_258764_2	ErmX	3000596	protein homolog model	macrolide antibiotic; lincosamide antibiotic; streptogramin antibiotic	antibiotic target alteration	Erm 23S ribosomal RNA methyltransferase
F4724_419010_18	poxtA	3004470	protein homolog model	macrolide antibiotic; lincosamide antibiotic; streptogramin antibiotic; tetracycline antibiotic; oxazolidinone antibiotic; phenicol antibiotic; pleuromutilin antibiotic	antibiotic target protection	ABC-F ATP-binding cassette ribosomal protection protein
F4726_400679_32	adeF	3000777	protein homolog model	fluoroquinolone antibiotic; tetracycline antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump
F4791_16981_22	poxtA	3004470	protein homolog model	macrolide antibiotic; lincosamide antibiotic; streptogramin antibiotic; tetracycline antibiotic; oxazolidinone antibiotic; phenicol antibiotic; pleuromutilin antibiotic	antibiotic target protection	ABC-F ATP-binding cassette ribosomal protection protein
F4840_207834_6	poxtA	3004470	protein homolog model	macrolide antibiotic; lincosamide antibiotic; streptogramin antibiotic; tetracycline antibiotic; oxazolidinone antibiotic; phenicol antibiotic; pleuromutilin antibiotic	antibiotic target protection	ABC-F ATP-binding cassette ribosomal protection protein
F4842_168683_42	Acinetobacter baumannii AbaQ	3004574	protein homolog model	fluoroquinolone antibiotic	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump
F4850_253271_1	ErmC	3000250	protein homolog model	macrolide antibiotic; lincosamide antibiotic; streptogramin antibiotic	antibiotic target alteration	Erm 23S ribosomal RNA methyltransferase
F4873_182465_2	poxtA	3004470	protein homolog model	macrolide antibiotic; lincosamide antibiotic; streptogramin antibiotic; tetracycline antibiotic; oxazolidinone antibiotic; phenicol antibiotic; pleuromutilin antibiotic	antibiotic target protection	ABC-F ATP-binding cassette ribosomal protection protein
C4978_286159_1	EreD	3004608	protein homolog model	macrolide antibiotic	antibiotic inactivation	macrolide esterase
C4979_143837_4	tet(45)	3003196	protein homolog model	tetracycline antibiotic	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump
C4979_157316_34	adeF	3000777	protein homolog model	fluoroquinolone antibiotic; tetracycline antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump
C4979_356319_2	tet36	3000197	protein homolog model	tetracycline antibiotic	antibiotic target protection	tetracycline-resistant ribosomal protection protein
C4982_66815_1	dfrA14	3002859	protein homolog model	diaminopyrimidine antibiotic	antibiotic target replacement	trimethoprim resistant dihydrofolate reductase dfr
F4888_108299_6	adeF	3000777	protein homolog model	fluoroquinolone antibiotic; tetracycline antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump
F4889_302616_3	poxtA	3004470	protein homolog model	macrolide antibiotic; lincosamide antibiotic; streptogramin antibiotic; tetracycline antibiotic; oxazolidinone antibiotic; phenicol antibiotic; pleuromutilin antibiotic	antibiotic target protection	ABC-F ATP-binding cassette ribosomal protection protein
F4890_38273_1	OXA-347	3001777	protein homolog model	cephalosporin; penam	antibiotic inactivation	OXA beta-lactamase
F4901_238910_1	ANT(3'')-IIa	3004089	protein homolog model	aminoglycoside antibiotic	antibiotic inactivation	ANT(3'')
F4905_68245_1	evgS	3000833	protein homolog model	macrolide antibiotic; fluoroquinolone antibiotic; penam; tetracycline antibiotic	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump; resistance-nodulation-cell division (RND) antibiotic efflux pump
F4936_1065_2	Tet(X3)	3004719	protein homolog model	glycylcycline; tetracycline antibiotic	antibiotic inactivation	tetracycline inactivation enzyme
F4930_91900_1	tet(D)	3000168	protein homolog model	tetracycline antibiotic	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump
F4930_138351_2	QnrB6	3002720	protein homolog model	fluoroquinolone antibiotic	antibiotic target protection	quinolone resistance protein (qnr)
F4930_175409_58	adeF	3000777	protein homolog model	fluoroquinolone antibiotic; tetracycline antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump
F4930_249423_95	Pseudomonas aeruginosa soxR	3004107	protein homolog model	fluoroquinolone antibiotic; cephalosporin; glycylcycline; penam; tetracycline antibiotic; acridine dye; rifamycin antibiotic; phenicol antibiotic; triclosan	antibiotic target alteration; antibiotic efflux	ATP-binding cassette (ABC) antibiotic efflux pump; major facilitator superfamily (MFS) antibiotic efflux pump; resistance-nodulation-cell division (RND) antibiotic efflux pump
F4930_253514_13	adeF	3000777	protein homolog model	fluoroquinolone antibiotic; tetracycline antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump
F4936_43965_7	adeF	3000777	protein homolog model	fluoroquinolone antibiotic; tetracycline antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump
